"response","Country","Number","question"
"Reduce economic growth and cost jobs","Israel",22.77844593,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Italy",43.11753227,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Jamaica",31.04973744,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Japan",47.79690154,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Jordan",27.06378874,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Kenya",24.52735117,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Kosovo",37.04243578,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Kuwait",26.0783396,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Lao.People.s.Democratic.Republic",26.54225157,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Lebanon",28.63186092,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Libya",29.01182086,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Lithuania",40.2172166,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Malawi",18.06775203,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Malaysia",30.74919502,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Mexico",33.60169706,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Morocco",32.41855586,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Mozambique",25.74048043,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Nepal",26.60541677,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Netherlands",44.57412731,"Ques__economic_impact"
"Reduce economic growth and cost jobs","New.Zealand",28.745209,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Nicaragua",38.19628858,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Nigeria",20.69815877,"Ques__economic_impact"
"Reduce economic growth and cost jobs","North.MAcedonia",35.45796176,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Norway",44.1401205,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Oman",25.79467967,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Pakistan",22.43878351,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Panama",31.11691259,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Paraguay",42.30347623,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Peru",32.74237877,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Philippines",25.30144731,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Poland",39.5146566,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Portugal",23.64939045,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Puerto.Rico",31.93992313,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Qatar",31.82871165,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Romania",37.60006625,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Saudi.Arabia",25.26461856,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Senegal",27.32721974,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Serbia",38.96868926,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Singapore",24.95023863,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Slovakia",39.6156569,"Ques__economic_impact"
"Reduce economic growth and cost jobs","South.Africa",27.53694885,"Ques__economic_impact"
"Reduce economic growth and cost jobs","South.Korea",36.38724889,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Spain",27.69261457,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Sri.Lanka",24.27528837,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Sub.Saharan.Africa",27.42379031,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Sweden",41.30372877,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Switzerland",32.63914894,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Taiwan",31.51670165,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Tanzania",30.83449933,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Thailand",32.74573426,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Trinidad.and.Tobago",21.22778156,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Tunisia",30.01694472,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Turkey",38.53156164,"Ques__economic_impact"
"Reduce economic growth and cost jobs","United.Arab.Emirates",28.83773847,"Ques__economic_impact"
"Reduce economic growth and cost jobs","United.Kingdom",23.97388306,"Ques__economic_impact"
"Reduce economic growth and cost jobs","United.States",29.2247004,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Uruguay",32.49139122,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Uzbekistan",35.7622949,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Vietnam",35.08987089,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Yemen",24.77822043,"Ques__economic_impact"
"Reduce economic growth and cost jobs","Zambia",21.18162813,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Albania",22.28901153,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Algeria",24.68061946,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Angola",18.63519157,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Argentina",35.78040478,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Armenia",29.97464767,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Asian...Pacific.Islands",20.64321215,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Australia",23.18015676,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Austria",24.36287149,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Azerbaijan",27.56947538,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Bangladesh",15.74778105,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Belgium",29.73108475,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Benin",22.35205074,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Bolivia..Plurinational.State.of.",27.04683145,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Bosnia.and.Herzegovina",29.06308438,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Botswana",12.80573234,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Brazil",23.99922417,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Bulgaria",25.13716643,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Burkina.Faso",15.49389588,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Cambodia",12.94911336,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Cameroon",24.90255875,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Canada",22.41376257,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Caribbean",20.27355324,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Chile",33.34071421,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Colombia",26.73828255,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Congo..Democratic.Republic.of.the.",24.88486956,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Costa.Rica",27.92523648,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Cote.d.Ivoire",24.3832562,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Croatia",31.28272753,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Cyprus",24.66828852,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Czechia",32.40591037,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Denmark",24.18242357,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Dominican.Republic",30.61647814,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Ecuador",29.74755051,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Egypt",30.11033371,"Ques__economic_impact"
"Have no effect on economic growth or jobs","El.Salvador",25.94079822,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Finland",26.9659618,"Ques__economic_impact"
"Have no effect on economic growth or jobs","France",33.34737306,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Germany",21.98669328,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Ghana",17.94295837,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Greece",30.21511904,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Guatemala",27.8690058,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Haiti",28.57351314,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Honduras",27.48011407,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Hong.Kong",18.93756267,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Hungary",22.42158047,"Ques__economic_impact"
"Have no effect on economic growth or jobs","India",23.072559,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Indonesia",31.08136221,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Iraq",27.94372077,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Ireland",21.45226468,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Israel",29.48830063,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Italy",26.88312451,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Jamaica",19.63080907,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Japan",21.40339475,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Jordan",30.81543254,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Kenya",10.66702454,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Kosovo",22.11262368,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Kuwait",24.26548419,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Lao.People.s.Democratic.Republic",18.12785119,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Lebanon",25.95891719,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Libya",28.74629393,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Lithuania",29.09456039,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Malawi",3.277081614,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Malaysia",23.3068975,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Mexico",31.10095703,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Morocco",25.30832176,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Mozambique",9.65789597,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Nepal",19.51110406,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Netherlands",26.74622991,"Ques__economic_impact"
"Have no effect on economic growth or jobs","New.Zealand",24.29486609,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Nicaragua",19.34038927,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Nigeria",20.16728347,"Ques__economic_impact"
"Have no effect on economic growth or jobs","North.MAcedonia",26.87512765,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Norway",22.66626732,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Oman",21.09410781,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Pakistan",24.08655426,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Panama",28.61434201,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Paraguay",28.92421998,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Peru",26.0903037,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Philippines",8.209071699,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Poland",36.28508217,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Portugal",21.88633717,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Puerto.Rico",28.45072946,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Qatar",27.75045684,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Romania",31.43778863,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Saudi.Arabia",22.04310262,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Senegal",22.77316329,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Serbia",34.39448503,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Singapore",19.55031565,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Slovakia",25.45939195,"Ques__economic_impact"
"Have no effect on economic growth or jobs","South.Africa",13.34251137,"Ques__economic_impact"
"Have no effect on economic growth or jobs","South.Korea",12.96063996,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Spain",28.10967241,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Sri.Lanka",23.84705833,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Sub.Saharan.Africa",18.3018754,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Sweden",29.16277755,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Switzerland",28.87603326,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Taiwan",13.57331645,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Tanzania",11.82064546,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Thailand",25.49032216,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Trinidad.and.Tobago",18.68302254,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Tunisia",24.28443047,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Turkey",27.21069351,"Ques__economic_impact"
"Have no effect on economic growth or jobs","United.Arab.Emirates",21.46356729,"Ques__economic_impact"
"Have no effect on economic growth or jobs","United.Kingdom",28.49166273,"Ques__economic_impact"
"Have no effect on economic growth or jobs","United.States",24.63414845,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Uruguay",33.50813098,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Uzbekistan",36.57793317,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Vietnam",19.71984588,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Yemen",32.85155299,"Ques__economic_impact"
"Have no effect on economic growth or jobs","Zambia",9.194768901,"Ques__economic_impact"
"Refused","Albania",6.921274914,"Ques__economic_impact"
"Refused","Algeria",6.799988111,"Ques__economic_impact"
"Refused","Angola",3.306743444,"Ques__economic_impact"
"Refused","Argentina",2.916033975,"Ques__economic_impact"
"Refused","Armenia",5.113892932,"Ques__economic_impact"
"Refused","Asian...Pacific.Islands",3.942372949,"Ques__economic_impact"
"Refused","Australia",0.736608476,"Ques__economic_impact"
"Refused","Austria",3.374168011,"Ques__economic_impact"
"Refused","Azerbaijan",5.849258336,"Ques__economic_impact"
"Refused","Bangladesh",8.706065365,"Ques__economic_impact"
"Refused","Belgium",1.498478841,"Ques__economic_impact"
"Refused","Benin",3.907973325,"Ques__economic_impact"
"Refused","Bolivia..Plurinational.State.of.",7.209818943,"Ques__economic_impact"
"Refused","Bosnia.and.Herzegovina",4.605421185,"Ques__economic_impact"
"Refused","Botswana",4.284521123,"Ques__economic_impact"
"Refused","Brazil",1.729466181,"Ques__economic_impact"
"Refused","Bulgaria",4.675216088,"Ques__economic_impact"
"Refused","Burkina.Faso",8.637622183,"Ques__economic_impact"
"Refused","Cambodia",5.935317425,"Ques__economic_impact"
"Refused","Cameroon",5.146110911,"Ques__economic_impact"
"Refused","Canada",1.911393038,"Ques__economic_impact"
"Refused","Caribbean",4.329715642,"Ques__economic_impact"
"Refused","Chile",4.274351095,"Ques__economic_impact"
"Refused","Colombia",5.30771518,"Ques__economic_impact"
