"response","Country","Number","question"
"Somewhat more","Benin",11.64381259,"Ques__renewable_moreorless"
"Somewhat more","Bolivia..Plurinational.State.of.",17.02269975,"Ques__renewable_moreorless"
"Somewhat more","Bosnia.and.Herzegovina",15.95008437,"Ques__renewable_moreorless"
"Somewhat more","Botswana",9.662266049,"Ques__renewable_moreorless"
"Somewhat more","Brazil",11.99362383,"Ques__renewable_moreorless"
"Somewhat more","Bulgaria",32.34169411,"Ques__renewable_moreorless"
"Somewhat more","Burkina.Faso",10.01557152,"Ques__renewable_moreorless"
"Somewhat more","Cambodia",17.98731594,"Ques__renewable_moreorless"
"Somewhat more","Cameroon",14.0238148,"Ques__renewable_moreorless"
"Somewhat more","Canada",26.15281635,"Ques__renewable_moreorless"
"Somewhat more","Caribbean",21.63264568,"Ques__renewable_moreorless"
"Somewhat more","Chile",11.63193441,"Ques__renewable_moreorless"
"Somewhat more","Colombia",14.67601057,"Ques__renewable_moreorless"
"Somewhat more","Congo..Democratic.Republic.of.the.",20.41008353,"Ques__renewable_moreorless"
"Somewhat more","Costa.Rica",18.94265679,"Ques__renewable_moreorless"
"Somewhat more","Cote.d.Ivoire",17.704935,"Ques__renewable_moreorless"
"Somewhat more","Croatia",16.25607896,"Ques__renewable_moreorless"
"Somewhat more","Cyprus",21.74256825,"Ques__renewable_moreorless"
"Somewhat more","Czechia",38.52920642,"Ques__renewable_moreorless"
"Somewhat more","Denmark",33.23873296,"Ques__renewable_moreorless"
"Somewhat more","Dominican.Republic",17.49489903,"Ques__renewable_moreorless"
"Somewhat more","Ecuador",19.13760494,"Ques__renewable_moreorless"
"Somewhat more","Egypt",23.89363527,"Ques__renewable_moreorless"
"Somewhat more","El.Salvador",16.64906454,"Ques__renewable_moreorless"
"Somewhat more","Finland",32.85219932,"Ques__renewable_moreorless"
"Somewhat more","France",25.92322607,"Ques__renewable_moreorless"
"Somewhat more","Germany",25.12111037,"Ques__renewable_moreorless"
"Somewhat more","Ghana",8.70591288,"Ques__renewable_moreorless"
"Somewhat more","Greece",27.13295745,"Ques__renewable_moreorless"
"Somewhat more","Guatemala",23.52319058,"Ques__renewable_moreorless"
"Somewhat more","Haiti",13.87425051,"Ques__renewable_moreorless"
"Somewhat more","Honduras",15.48807673,"Ques__renewable_moreorless"
"Somewhat more","Hong.Kong",43.19892961,"Ques__renewable_moreorless"
"Somewhat more","Hungary",22.33222926,"Ques__renewable_moreorless"
"Somewhat more","India",18.01979364,"Ques__renewable_moreorless"
"Somewhat more","Indonesia",21.29923077,"Ques__renewable_moreorless"
"Somewhat more","Iraq",21.83842927,"Ques__renewable_moreorless"
"Somewhat more","Ireland",24.12822242,"Ques__renewable_moreorless"
"Somewhat more","Israel",19.7539503,"Ques__renewable_moreorless"
"Somewhat more","Italy",13.66955068,"Ques__renewable_moreorless"
"Somewhat more","Jamaica",15.48551907,"Ques__renewable_moreorless"
"Somewhat more","Japan",46.60818387,"Ques__renewable_moreorless"
"Somewhat more","Jordan",27.94516418,"Ques__renewable_moreorless"
"Somewhat more","Kenya",11.60943369,"Ques__renewable_moreorless"
"Somewhat more","Kosovo",15.36580258,"Ques__renewable_moreorless"
"Somewhat more","Kuwait",15.13528175,"Ques__renewable_moreorless"
"Somewhat more","Lao.People.s.Democratic.Republic",25.0041272,"Ques__renewable_moreorless"
"Somewhat more","Lebanon",19.31132636,"Ques__renewable_moreorless"
"Somewhat more","Libya",19.68537757,"Ques__renewable_moreorless"
"Somewhat more","Lithuania",21.20779138,"Ques__renewable_moreorless"
"Somewhat more","Malawi",5.784828119,"Ques__renewable_moreorless"
"Somewhat more","Malaysia",27.69203235,"Ques__renewable_moreorless"
"Somewhat more","Mexico",15.45833045,"Ques__renewable_moreorless"
"Somewhat more","Morocco",22.46773684,"Ques__renewable_moreorless"
"Somewhat more","Mozambique",25.07496102,"Ques__renewable_moreorless"
"Somewhat more","Nepal",15.86440263,"Ques__renewable_moreorless"
"Somewhat more","Netherlands",29.69294202,"Ques__renewable_moreorless"
"Somewhat more","New.Zealand",31.45985841,"Ques__renewable_moreorless"
"Somewhat more","Nicaragua",19.00555967,"Ques__renewable_moreorless"
"Somewhat more","Nigeria",15.52173406,"Ques__renewable_moreorless"
"Somewhat more","North.MAcedonia",13.59366093,"Ques__renewable_moreorless"
"Somewhat more","Norway",29.26000097,"Ques__renewable_moreorless"
"Somewhat more","Oman",17.82803842,"Ques__renewable_moreorless"
"Somewhat more","Pakistan",17.02532897,"Ques__renewable_moreorless"
"Somewhat more","Panama",19.93264501,"Ques__renewable_moreorless"
"Somewhat more","Paraguay",13.98321222,"Ques__renewable_moreorless"
"Somewhat more","Peru",17.77422606,"Ques__renewable_moreorless"
"Somewhat more","Philippines",23.29084676,"Ques__renewable_moreorless"
"Somewhat more","Poland",22.39269174,"Ques__renewable_moreorless"
"Somewhat more","Portugal",25.04385192,"Ques__renewable_moreorless"
"Somewhat more","Puerto.Rico",17.37854137,"Ques__renewable_moreorless"
"Somewhat more","Qatar",18.87985469,"Ques__renewable_moreorless"
"Somewhat more","Romania",25.94585285,"Ques__renewable_moreorless"
"Somewhat more","Saudi.Arabia",23.06981167,"Ques__renewable_moreorless"
"Somewhat more","Senegal",9.918574473,"Ques__renewable_moreorless"
"Somewhat more","Serbia",15.96486914,"Ques__renewable_moreorless"
"Somewhat more","Singapore",37.28951085,"Ques__renewable_moreorless"
"Somewhat more","Slovakia",24.08168532,"Ques__renewable_moreorless"
"Somewhat more","South.Africa",13.09451809,"Ques__renewable_moreorless"
"Somewhat more","South.Korea",32.92576549,"Ques__renewable_moreorless"
"Somewhat more","Spain",14.95012235,"Ques__renewable_moreorless"
"Somewhat more","Sri.Lanka",21.40203042,"Ques__renewable_moreorless"
"Somewhat more","Sub.Saharan.Africa",14.44470122,"Ques__renewable_moreorless"
"Somewhat more","Sweden",27.41273262,"Ques__renewable_moreorless"
"Somewhat more","Switzerland",29.43453731,"Ques__renewable_moreorless"
"Somewhat more","Taiwan",48.70225936,"Ques__renewable_moreorless"
"Somewhat more","Tanzania",16.13581155,"Ques__renewable_moreorless"
"Somewhat more","Thailand",42.86759862,"Ques__renewable_moreorless"
"Somewhat more","Trinidad.and.Tobago",19.8943074,"Ques__renewable_moreorless"
"Somewhat more","Tunisia",18.64999395,"Ques__renewable_moreorless"
"Somewhat more","Turkey",17.9708073,"Ques__renewable_moreorless"
"Somewhat more","United.Arab.Emirates",19.51219676,"Ques__renewable_moreorless"
"Somewhat more","United.Kingdom",25.34960557,"Ques__renewable_moreorless"
"Somewhat more","United.States",22.33885232,"Ques__renewable_moreorless"
"Somewhat more","Uruguay",24.19934244,"Ques__renewable_moreorless"
"Somewhat more","Uzbekistan",17.58253121,"Ques__renewable_moreorless"
"Somewhat more","Vietnam",27.85053446,"Ques__renewable_moreorless"
"Somewhat more","Yemen",21.97663442,"Ques__renewable_moreorless"
"Somewhat more","Zambia",9.832275011,"Ques__renewable_moreorless"
"Same amount as today","Albania",4.215706554,"Ques__renewable_moreorless"
"Same amount as today","Algeria",8.651037911,"Ques__renewable_moreorless"
"Same amount as today","Angola",7.39403618,"Ques__renewable_moreorless"
"Same amount as today","Argentina",4.51418556,"Ques__renewable_moreorless"
"Same amount as today","Armenia",14.65914469,"Ques__renewable_moreorless"
"Same amount as today","Asian...Pacific.Islands",10.00985846,"Ques__renewable_moreorless"
"Same amount as today","Australia",6.440591941,"Ques__renewable_moreorless"
"Same amount as today","Austria",8.123825213,"Ques__renewable_moreorless"
"Same amount as today","Azerbaijan",5.178246533,"Ques__renewable_moreorless"
"Same amount as today","Bangladesh",5.739418176,"Ques__renewable_moreorless"
"Same amount as today","Belgium",10.84262341,"Ques__renewable_moreorless"
"Same amount as today","Benin",7.786895722,"Ques__renewable_moreorless"
"Same amount as today","Bolivia..Plurinational.State.of.",7.671724499,"Ques__renewable_moreorless"
"Same amount as today","Bosnia.and.Herzegovina",8.035365539,"Ques__renewable_moreorless"
"Same amount as today","Botswana",7.139870636,"Ques__renewable_moreorless"
"Same amount as today","Brazil",3.238502286,"Ques__renewable_moreorless"
"Same amount as today","Bulgaria",9.935449682,"Ques__renewable_moreorless"
"Same amount as today","Burkina.Faso",8.310396427,"Ques__renewable_moreorless"
"Same amount as today","Cambodia",16.05338883,"Ques__renewable_moreorless"
"Same amount as today","Cameroon",11.83804787,"Ques__renewable_moreorless"
"Same amount as today","Canada",9.26699893,"Ques__renewable_moreorless"
"Same amount as today","Caribbean",5.193552217,"Ques__renewable_moreorless"
"Same amount as today","Chile",4.025938572,"Ques__renewable_moreorless"
"Same amount as today","Colombia",5.181726875,"Ques__renewable_moreorless"
"Same amount as today","Congo..Democratic.Republic.of.the.",11.74953289,"Ques__renewable_moreorless"
"Same amount as today","Costa.Rica",3.465157209,"Ques__renewable_moreorless"
"Same amount as today","Cote.d.Ivoire",14.24302037,"Ques__renewable_moreorless"
"Same amount as today","Croatia",1.771969694,"Ques__renewable_moreorless"
"Same amount as today","Cyprus",4.361141596,"Ques__renewable_moreorless"
"Same amount as today","Czechia",12.42016737,"Ques__renewable_moreorless"
"Same amount as today","Denmark",11.93179344,"Ques__renewable_moreorless"
"Same amount as today","Dominican.Republic",5.352682005,"Ques__renewable_moreorless"
"Same amount as today","Ecuador",7.992461649,"Ques__renewable_moreorless"
"Same amount as today","Egypt",6.930032291,"Ques__renewable_moreorless"
"Same amount as today","El.Salvador",5.174751166,"Ques__renewable_moreorless"
"Same amount as today","Finland",12.37504998,"Ques__renewable_moreorless"
"Same amount as today","France",8.28074132,"Ques__renewable_moreorless"
"Same amount as today","Germany",8.945156652,"Ques__renewable_moreorless"
"Same amount as today","Ghana",6.793450149,"Ques__renewable_moreorless"
"Same amount as today","Greece",4.722091873,"Ques__renewable_moreorless"
"Same amount as today","Guatemala",8.391223476,"Ques__renewable_moreorless"
"Same amount as today","Haiti",10.61841681,"Ques__renewable_moreorless"
"Same amount as today","Honduras",6.650674124,"Ques__renewable_moreorless"
"Same amount as today","Hong.Kong",10.73727012,"Ques__renewable_moreorless"
"Same amount as today","Hungary",3.319459312,"Ques__renewable_moreorless"
"Same amount as today","India",6.106611511,"Ques__renewable_moreorless"
"Same amount as today","Indonesia",9.31008468,"Ques__renewable_moreorless"
"Same amount as today","Iraq",11.06662222,"Ques__renewable_moreorless"
"Same amount as today","Ireland",6.205899155,"Ques__renewable_moreorless"
"Same amount as today","Israel",3.728117754,"Ques__renewable_moreorless"
"Same amount as today","Italy",3.264245233,"Ques__renewable_moreorless"
"Same amount as today","Jamaica",3.356367346,"Ques__renewable_moreorless"
"Same amount as today","Japan",7.379668597,"Ques__renewable_moreorless"
"Same amount as today","Jordan",6.633057933,"Ques__renewable_moreorless"
"Same amount as today","Kenya",5.808768333,"Ques__renewable_moreorless"
"Same amount as today","Kosovo",9.372923107,"Ques__renewable_moreorless"
"Same amount as today","Kuwait",9.179206636,"Ques__renewable_moreorless"
"Same amount as today","Lao.People.s.Democratic.Republic",10.13402531,"Ques__renewable_moreorless"
"Same amount as today","Lebanon",4.266811139,"Ques__renewable_moreorless"
"Same amount as today","Libya",5.328201717,"Ques__renewable_moreorless"
"Same amount as today","Lithuania",7.600845442,"Ques__renewable_moreorless"
"Same amount as today","Malawi",5.030009578,"Ques__renewable_moreorless"
"Same amount as today","Malaysia",10.44366825,"Ques__renewable_moreorless"
"Same amount as today","Mexico",2.923633384,"Ques__renewable_moreorless"
"Same amount as today","Morocco",9.739051778,"Ques__renewable_moreorless"
"Same amount as today","Mozambique",9.921549071,"Ques__renewable_moreorless"
"Same amount as today","Nepal",13.29034013,"Ques__renewable_moreorless"
"Same amount as today","Netherlands",11.37881815,"Ques__renewable_moreorless"
"Same amount as today","New.Zealand",9.740586598,"Ques__renewable_moreorless"
"Same amount as today","Nicaragua",5.042029555,"Ques__renewable_moreorless"
"Same amount as today","Nigeria",4.538939319,"Ques__renewable_moreorless"
"Same amount as today","North.MAcedonia",5.964798924,"Ques__renewable_moreorless"
"Same amount as today","Norway",15.85133067,"Ques__renewable_moreorless"
"Same amount as today","Oman",6.859275324,"Ques__renewable_moreorless"
"Same amount as today","Pakistan",8.676926911,"Ques__renewable_moreorless"
"Same amount as today","Panama",5.049985232,"Ques__renewable_moreorless"
"Same amount as today","Paraguay",8.55533548,"Ques__renewable_moreorless"
"Same amount as today","Peru",6.207200873,"Ques__renewable_moreorless"
"Same amount as today","Philippines",5.801799107,"Ques__renewable_moreorless"
"Same amount as today","Poland",6.067531822,"Ques__renewable_moreorless"
"Same amount as today","Portugal",2.83784756,"Ques__renewable_moreorless"
"Same amount as today","Puerto.Rico",2.543212396,"Ques__renewable_moreorless"
"Same amount as today","Qatar",8.712517912,"Ques__renewable_moreorless"
"Same amount as today","Romania",5.965597847,"Ques__renewable_moreorless"
"Same amount as today","Saudi.Arabia",8.071213112,"Ques__renewable_moreorless"
"Same amount as today","Senegal",7.418567695,"Ques__renewable_moreorless"
"Same amount as today","Serbia",5.999341084,"Ques__renewable_moreorless"
"Same amount as today","Singapore",8.365606101,"Ques__renewable_moreorless"
"Same amount as today","Slovakia",7.463658847,"Ques__renewable_moreorless"
"Same amount as today","South.Africa",5.730610324,"Ques__renewable_moreorless"
"Same amount as today","South.Korea",7.750860566,"Ques__renewable_moreorless"
"Same amount as today","Spain",2.83512733,"Ques__renewable_moreorless"
"Same amount as today","Sri.Lanka",10.1409368,"Ques__renewable_moreorless"
"Same amount as today","Sub.Saharan.Africa",8.881253248,"Ques__renewable_moreorless"
"Same amount as today","Sweden",8.427091368,"Ques__renewable_moreorless"
"Same amount as today","Switzerland",7.712894788,"Ques__renewable_moreorless"
"Same amount as today","Taiwan",7.522123411,"Ques__renewable_moreorless"
"Same amount as today","Tanzania",8.959989328,"Ques__renewable_moreorless"
"Same amount as today","Thailand",6.580941431,"Ques__renewable_moreorless"
"Same amount as today","Trinidad.and.Tobago",3.964247197,"Ques__renewable_moreorless"
"Same amount as today","Tunisia",8.948299757,"Ques__renewable_moreorless"
"Same amount as today","Turkey",6.007974989,"Ques__renewable_moreorless"
"Same amount as today","United.Arab.Emirates",6.233273456,"Ques__renewable_moreorless"
"Same amount as today","United.Kingdom",6.100513671,"Ques__renewable_moreorless"
"Same amount as today","United.States",8.602727149,"Ques__renewable_moreorless"
"Same amount as today","Uruguay",6.605056645,"Ques__renewable_moreorless"
"Same amount as today","Uzbekistan",11.14505611,"Ques__renewable_moreorless"
"Same amount as today","Vietnam",7.280293481,"Ques__renewable_moreorless"
"Same amount as today","Yemen",14.89790149,"Ques__renewable_moreorless"
"Same amount as today","Zambia",3.594188382,"Ques__renewable_moreorless"
"Somewhat less","Albania",4.753302026,"Ques__renewable_moreorless"
"Somewhat less","Algeria",5.122286242,"Ques__renewable_moreorless"
"Somewhat less","Angola",2.960678675,"Ques__renewable_moreorless"
"Somewhat less","Argentina",4.738002205,"Ques__renewable_moreorless"
"Somewhat less","Armenia",5.568620511,"Ques__renewable_moreorless"
"Somewhat less","Asian...Pacific.Islands",4.336260395,"Ques__renewable_moreorless"
"Somewhat less","Australia",3.739878216,"Ques__renewable_moreorless"
"Somewhat less","Austria",1.064536752,"Ques__renewable_moreorless"
"Somewhat less","Azerbaijan",6.098592553,"Ques__renewable_moreorless"
"Somewhat less","Bangladesh",5.634960808,"Ques__renewable_moreorless"
"Somewhat less","Belgium",1.7043157,"Ques__renewable_moreorless"
"Somewhat less","Benin",3.323729885,"Ques__renewable_moreorless"
"Somewhat less","Bolivia..Plurinational.State.of.",7.58916884,"Ques__renewable_moreorless"
"Somewhat less","Bosnia.and.Herzegovina",3.957634287,"Ques__renewable_moreorless"
"Somewhat less","Botswana",3.287944536,"Ques__renewable_moreorless"
"Somewhat less","Brazil",1.224924084,"Ques__renewable_moreorless"
"Somewhat less","Bulgaria",2.627681243,"Ques__renewable_moreorless"
"Somewhat less","Burkina.Faso",2.412454216,"Ques__renewable_moreorless"
"Somewhat less","Cambodia",6.811182776,"Ques__renewable_moreorless"
"Somewhat less","Cameroon",4.176135989,"Ques__renewable_moreorless"
"Somewhat less","Canada",3.701017763,"Ques__renewable_moreorless"
"Somewhat less","Caribbean",3.33350103,"Ques__renewable_moreorless"
"Somewhat less","Chile",2.208367702,"Ques__renewable_moreorless"
"Somewhat less","Colombia",3.89071578,"Ques__renewable_moreorless"
"Somewhat less","Congo..Democratic.Republic.of.the.",5.232456091,"Ques__renewable_moreorless"
"Somewhat less","Costa.Rica",2.586627434,"Ques__renewable_moreorless"
"Somewhat less","Cote.d.Ivoire",4.020532961,"Ques__renewable_moreorless"
"Somewhat less","Croatia",2.226007222,"Ques__renewable_moreorless"
"Somewhat less","Cyprus",2.856507574,"Ques__renewable_moreorless"
"Somewhat less","Czechia",5.539113758,"Ques__renewable_moreorless"
"Somewhat less","Denmark",1.107592015,"Ques__renewable_moreorless"
"Somewhat less","Dominican.Republic",4.053490542,"Ques__renewable_moreorless"
"Somewhat less","Ecuador",4.930185616,"Ques__renewable_moreorless"
"Somewhat less","Egypt",4.355819952,"Ques__renewable_moreorless"
"Somewhat less","El.Salvador",4.138313617,"Ques__renewable_moreorless"
"Somewhat less","Finland",2.442558422,"Ques__renewable_moreorless"
"Somewhat less","France",3.636532739,"Ques__renewable_moreorless"
"Somewhat less","Germany",3.305489615,"Ques__renewable_moreorless"
"Somewhat less","Ghana",2.378806448,"Ques__renewable_moreorless"
"Somewhat less","Greece",4.237244891,"Ques__renewable_moreorless"
"Somewhat less","Guatemala",5.934100406,"Ques__renewable_moreorless"
"Somewhat less","Haiti",4.503826504,"Ques__renewable_moreorless"
"Somewhat less","Honduras",6.539067591,"Ques__renewable_moreorless"
"Somewhat less","Hong.Kong",2.830627714,"Ques__renewable_moreorless"
"Somewhat less","Hungary",1.081770257,"Ques__renewable_moreorless"
"Somewhat less","India",3.18963184,"Ques__renewable_moreorless"
"Somewhat less","Indonesia",4.845460188,"Ques__renewable_moreorless"
"Somewhat less","Iraq",4.03612266,"Ques__renewable_moreorless"
"Somewhat less","Ireland",3.029771597,"Ques__renewable_moreorless"
"Somewhat less","Israel",3.793938782,"Ques__renewable_moreorless"
"Somewhat less","Italy",1.297253882,"Ques__renewable_moreorless"
"Somewhat less","Jamaica",2.802295373,"Ques__renewable_moreorless"
"Somewhat less","Japan",2.944881249,"Ques__renewable_moreorless"
"Somewhat less","Jordan",2.834289692,"Ques__renewable_moreorless"
"Somewhat less","Kenya",4.204407325,"Ques__renewable_moreorless"
"Somewhat less","Kosovo",2.468646946,"Ques__renewable_moreorless"
"Somewhat less","Kuwait",4.096785401,"Ques__renewable_moreorless"
"Somewhat less","Lao.People.s.Democratic.Republic",0.679221955,"Ques__renewable_moreorless"
"Somewhat less","Lebanon",2.868078291,"Ques__renewable_moreorless"
"Somewhat less","Libya",4.788153234,"Ques__renewable_moreorless"
"Somewhat less","Lithuania",1.637743627,"Ques__renewable_moreorless"
"Somewhat less","Malawi",2.233158051,"Ques__renewable_moreorless"
"Somewhat less","Malaysia",4.80056907,"Ques__renewable_moreorless"
"Somewhat less","Mexico",6.251262421,"Ques__renewable_moreorless"
"Somewhat less","Morocco",3.823148926,"Ques__renewable_moreorless"
"Somewhat less","Mozambique",3.876605792,"Ques__renewable_moreorless"
"Somewhat less","Nepal",3.447527939,"Ques__renewable_moreorless"
"Somewhat less","Netherlands",4.144481786,"Ques__renewable_moreorless"
"Somewhat less","New.Zealand",1.898146279,"Ques__renewable_moreorless"
"Somewhat less","Nicaragua",7.329679032,"Ques__renewable_moreorless"
"Somewhat less","Nigeria",6.467266293,"Ques__renewable_moreorless"
"Somewhat less","North.MAcedonia",3.316266239,"Ques__renewable_moreorless"
"Somewhat less","Norway",4.625685691,"Ques__renewable_moreorless"
"Somewhat less","Oman",4.164807901,"Ques__renewable_moreorless"
"Somewhat less","Pakistan",5.610830159,"Ques__renewable_moreorless"
"Somewhat less","Panama",5.222604658,"Ques__renewable_moreorless"
