"response","Country","Number","question"
"I have never heard of it","Germany",2.264088912,"Ques__climate_awareness"
"I have never heard of it","Ghana",30.64391859,"Ques__climate_awareness"
"I have never heard of it","Greece",3.404578753,"Ques__climate_awareness"
"I have never heard of it","Guatemala",30.43932323,"Ques__climate_awareness"
"I have never heard of it","Haiti",32.28322585,"Ques__climate_awareness"
"I have never heard of it","Honduras",22.95280846,"Ques__climate_awareness"
"I have never heard of it","Hong.Kong",7.008531907,"Ques__climate_awareness"
"I have never heard of it","Hungary",0.854559497,"Ques__climate_awareness"
"I have never heard of it","India",18.52214742,"Ques__climate_awareness"
"I have never heard of it","Indonesia",15.59674529,"Ques__climate_awareness"
"I have never heard of it","Iraq",21.15700448,"Ques__climate_awareness"
"I have never heard of it","Ireland",3.027936798,"Ques__climate_awareness"
"I have never heard of it","Israel",6.808658445,"Ques__climate_awareness"
"I have never heard of it","Italy",2.53748041,"Ques__climate_awareness"
"I have never heard of it","Jamaica",15.70576196,"Ques__climate_awareness"
"I have never heard of it","Japan",2.256617732,"Ques__climate_awareness"
"I have never heard of it","Jordan",21.09494189,"Ques__climate_awareness"
"I have never heard of it","Kenya",13.76142337,"Ques__climate_awareness"
"I have never heard of it","Kosovo",19.9032452,"Ques__climate_awareness"
"I have never heard of it","Kuwait",25.04842938,"Ques__climate_awareness"
"I have never heard of it","Lao.People.s.Democratic.Republic",21.0248284,"Ques__climate_awareness"
"I have never heard of it","Lebanon",18.73283657,"Ques__climate_awareness"
"I have never heard of it","Libya",18.25006527,"Ques__climate_awareness"
"I have never heard of it","Lithuania",0.656867551,"Ques__climate_awareness"
"I have never heard of it","Malawi",11.61753778,"Ques__climate_awareness"
"I have never heard of it","Malaysia",20.89338068,"Ques__climate_awareness"
"I have never heard of it","Mexico",7.623238947,"Ques__climate_awareness"
"I have never heard of it","Morocco",21.2212034,"Ques__climate_awareness"
"I have never heard of it","Mozambique",26.26092893,"Ques__climate_awareness"
"I have never heard of it","Nepal",16.70501375,"Ques__climate_awareness"
"I have never heard of it","Netherlands",0.958447765,"Ques__climate_awareness"
"I have never heard of it","New.Zealand",5.080802721,"Ques__climate_awareness"
"I have never heard of it","Nicaragua",21.03576638,"Ques__climate_awareness"
"I have never heard of it","Nigeria",32.35966087,"Ques__climate_awareness"
"I have never heard of it","North.MAcedonia",2.353612743,"Ques__climate_awareness"
"I have never heard of it","Norway",2.526178599,"Ques__climate_awareness"
"I have never heard of it","Oman",18.25897347,"Ques__climate_awareness"
"I have never heard of it","Pakistan",21.78007635,"Ques__climate_awareness"
"I have never heard of it","Panama",16.02366332,"Ques__climate_awareness"
"I have never heard of it","Paraguay",22.44835651,"Ques__climate_awareness"
"I have never heard of it","Peru",9.017049526,"Ques__climate_awareness"
"I have never heard of it","Philippines",7.363086272,"Ques__climate_awareness"
"I have never heard of it","Poland",0.876051695,"Ques__climate_awareness"
"I have never heard of it","Portugal",3.196632289,"Ques__climate_awareness"
"I have never heard of it","Puerto.Rico",5.833919041,"Ques__climate_awareness"
"I have never heard of it","Qatar",19.4847591,"Ques__climate_awareness"
"I have never heard of it","Romania",5.974161001,"Ques__climate_awareness"
"I have never heard of it","Saudi.Arabia",15.83146154,"Ques__climate_awareness"
"I have never heard of it","Senegal",17.8834041,"Ques__climate_awareness"
"I have never heard of it","Serbia",3.026915761,"Ques__climate_awareness"
"I have never heard of it","Singapore",9.548501789,"Ques__climate_awareness"
"I have never heard of it","Slovakia",1.76483317,"Ques__climate_awareness"
"I have never heard of it","South.Africa",12.44414201,"Ques__climate_awareness"
"I have never heard of it","South.Korea",8.841769755,"Ques__climate_awareness"
"I have never heard of it","Spain",3.967151145,"Ques__climate_awareness"
"I have never heard of it","Sri.Lanka",10.69671614,"Ques__climate_awareness"
"I have never heard of it","Sub.Saharan.Africa",23.486889,"Ques__climate_awareness"
"I have never heard of it","Sweden",1.871577969,"Ques__climate_awareness"
"I have never heard of it","Switzerland",3.342845069,"Ques__climate_awareness"
"I have never heard of it","Taiwan",5.94225119,"Ques__climate_awareness"
"I have never heard of it","Tanzania",19.59417564,"Ques__climate_awareness"
"I have never heard of it","Thailand",17.05425833,"Ques__climate_awareness"
"I have never heard of it","Trinidad.and.Tobago",7.735514261,"Ques__climate_awareness"
"I have never heard of it","Tunisia",25.80723921,"Ques__climate_awareness"
"I have never heard of it","Turkey",5.973514957,"Ques__climate_awareness"
"I have never heard of it","United.Arab.Emirates",16.82031409,"Ques__climate_awareness"
"I have never heard of it","United.Kingdom",1.610633727,"Ques__climate_awareness"
"I have never heard of it","United.States",2.221162711,"Ques__climate_awareness"
"I have never heard of it","Uruguay",8.086924428,"Ques__climate_awareness"
"I have never heard of it","Uzbekistan",10.15876704,"Ques__climate_awareness"
"I have never heard of it","Vietnam",16.99567114,"Ques__climate_awareness"
"I have never heard of it","Yemen",25.16557487,"Ques__climate_awareness"
"I have never heard of it","Zambia",16.0242894,"Ques__climate_awareness"
"I know a little about it","Albania",43.03801182,"Ques__climate_awareness"
"I know a little about it","Algeria",37.62695598,"Ques__climate_awareness"
"I know a little about it","Angola",42.98911163,"Ques__climate_awareness"
"I know a little about it","Argentina",37.39259903,"Ques__climate_awareness"
"I know a little about it","Armenia",51.41285453,"Ques__climate_awareness"
"I know a little about it","Asian...Pacific.Islands",40.14797335,"Ques__climate_awareness"
"I know a little about it","Australia",26.41425688,"Ques__climate_awareness"
"I know a little about it","Austria",16.36787111,"Ques__climate_awareness"
"I know a little about it","Azerbaijan",42.41830295,"Ques__climate_awareness"
"I know a little about it","Bangladesh",36.1822024,"Ques__climate_awareness"
"I know a little about it","Belgium",26.92279072,"Ques__climate_awareness"
"I know a little about it","Benin",37.42227757,"Ques__climate_awareness"
"I know a little about it","Bolivia..Plurinational.State.of.",37.66692121,"Ques__climate_awareness"
"I know a little about it","Bosnia.and.Herzegovina",25.08056633,"Ques__climate_awareness"
"I know a little about it","Botswana",44.90559627,"Ques__climate_awareness"
"I know a little about it","Brazil",29.69768511,"Ques__climate_awareness"
"I know a little about it","Bulgaria",27.67063665,"Ques__climate_awareness"
"I know a little about it","Burkina.Faso",41.8043665,"Ques__climate_awareness"
"I know a little about it","Cambodia",48.37148239,"Ques__climate_awareness"
"I know a little about it","Cameroon",35.90172309,"Ques__climate_awareness"
"I know a little about it","Canada",24.58495765,"Ques__climate_awareness"
"I know a little about it","Caribbean",43.96404944,"Ques__climate_awareness"
"I know a little about it","Chile",34.23213009,"Ques__climate_awareness"
"I know a little about it","Colombia",45.51433384,"Ques__climate_awareness"
"I know a little about it","Congo..Democratic.Republic.of.the.",35.50346029,"Ques__climate_awareness"
"I know a little about it","Costa.Rica",35.52469807,"Ques__climate_awareness"
"I know a little about it","Cote.d.Ivoire",36.70786948,"Ques__climate_awareness"
"I know a little about it","Croatia",15.63876849,"Ques__climate_awareness"
"I know a little about it","Cyprus",36.28371428,"Ques__climate_awareness"
"I know a little about it","Czechia",52.37793696,"Ques__climate_awareness"
"I know a little about it","Denmark",23.63716907,"Ques__climate_awareness"
"I know a little about it","Dominican.Republic",42.43570493,"Ques__climate_awareness"
"I know a little about it","Ecuador",34.92384473,"Ques__climate_awareness"
"I know a little about it","Egypt",41.81261266,"Ques__climate_awareness"
"I know a little about it","El.Salvador",45.03933479,"Ques__climate_awareness"
"I know a little about it","Finland",6.680452553,"Ques__climate_awareness"
"I know a little about it","France",24.38330717,"Ques__climate_awareness"
"I know a little about it","Germany",13.0125021,"Ques__climate_awareness"
"I know a little about it","Ghana",40.89894626,"Ques__climate_awareness"
"I know a little about it","Greece",28.11454209,"Ques__climate_awareness"
"I know a little about it","Guatemala",37.98789898,"Ques__climate_awareness"
"I know a little about it","Haiti",40.45360909,"Ques__climate_awareness"
"I know a little about it","Honduras",38.24919756,"Ques__climate_awareness"
"I know a little about it","Hong.Kong",51.29368413,"Ques__climate_awareness"
"I know a little about it","Hungary",8.810251364,"Ques__climate_awareness"
"I know a little about it","India",36.05887753,"Ques__climate_awareness"
"I know a little about it","Indonesia",50.28020021,"Ques__climate_awareness"
"I know a little about it","Iraq",41.46430594,"Ques__climate_awareness"
"I know a little about it","Ireland",25.17744708,"Ques__climate_awareness"
"I know a little about it","Israel",34.13050383,"Ques__climate_awareness"
"I know a little about it","Italy",25.46231131,"Ques__climate_awareness"
"I know a little about it","Jamaica",54.22492962,"Ques__climate_awareness"
"I know a little about it","Japan",26.56245133,"Ques__climate_awareness"
"I know a little about it","Jordan",35.65559927,"Ques__climate_awareness"
"I know a little about it","Kenya",50.49440026,"Ques__climate_awareness"
"I know a little about it","Kosovo",45.68259426,"Ques__climate_awareness"
"I know a little about it","Kuwait",38.55789724,"Ques__climate_awareness"
"I know a little about it","Lao.People.s.Democratic.Republic",50.9720964,"Ques__climate_awareness"
"I know a little about it","Lebanon",38.17408878,"Ques__climate_awareness"
"I know a little about it","Libya",42.65490921,"Ques__climate_awareness"
"I know a little about it","Lithuania",16.741056,"Ques__climate_awareness"
"I know a little about it","Malawi",38.73083328,"Ques__climate_awareness"
"I know a little about it","Malaysia",39.52552999,"Ques__climate_awareness"
"I know a little about it","Mexico",41.42798382,"Ques__climate_awareness"
"I know a little about it","Morocco",33.26891709,"Ques__climate_awareness"
"I know a little about it","Mozambique",42.83940832,"Ques__climate_awareness"
"I know a little about it","Nepal",43.82812743,"Ques__climate_awareness"
"I know a little about it","Netherlands",25.43889085,"Ques__climate_awareness"
"I know a little about it","New.Zealand",29.06651702,"Ques__climate_awareness"
"I know a little about it","Nicaragua",40.1404351,"Ques__climate_awareness"
"I know a little about it","Nigeria",37.33850132,"Ques__climate_awareness"
"I know a little about it","North.MAcedonia",35.05269294,"Ques__climate_awareness"
"I know a little about it","Norway",26.94843007,"Ques__climate_awareness"
"I know a little about it","Oman",41.46383334,"Ques__climate_awareness"
"I know a little about it","Pakistan",38.85522856,"Ques__climate_awareness"
"I know a little about it","Panama",38.10180289,"Ques__climate_awareness"
"I know a little about it","Paraguay",39.78647493,"Ques__climate_awareness"
"I know a little about it","Peru",39.55205994,"Ques__climate_awareness"
"I know a little about it","Philippines",36.79240801,"Ques__climate_awareness"
"I know a little about it","Poland",29.16357086,"Ques__climate_awareness"
"I know a little about it","Portugal",26.22193069,"Ques__climate_awareness"
"I know a little about it","Puerto.Rico",35.58020116,"Ques__climate_awareness"
"I know a little about it","Qatar",41.85143884,"Ques__climate_awareness"
"I know a little about it","Romania",28.77419086,"Ques__climate_awareness"
"I know a little about it","Saudi.Arabia",41.08536384,"Ques__climate_awareness"
"I know a little about it","Senegal",33.44189499,"Ques__climate_awareness"
"I know a little about it","Serbia",17.74623853,"Ques__climate_awareness"
"I know a little about it","Singapore",33.5811286,"Ques__climate_awareness"
"I know a little about it","Slovakia",42.90303586,"Ques__climate_awareness"
"I know a little about it","South.Africa",42.34024581,"Ques__climate_awareness"
"I know a little about it","South.Korea",34.73517052,"Ques__climate_awareness"
"I know a little about it","Spain",39.2856418,"Ques__climate_awareness"
"I know a little about it","Sri.Lanka",39.10800709,"Ques__climate_awareness"
"I know a little about it","Sub.Saharan.Africa",39.4994712,"Ques__climate_awareness"
"I know a little about it","Sweden",28.55004174,"Ques__climate_awareness"
"I know a little about it","Switzerland",17.35293173,"Ques__climate_awareness"
"I know a little about it","Taiwan",50.74024287,"Ques__climate_awareness"
"I know a little about it","Tanzania",32.2029676,"Ques__climate_awareness"
"I know a little about it","Thailand",41.22427449,"Ques__climate_awareness"
"I know a little about it","Trinidad.and.Tobago",47.85623123,"Ques__climate_awareness"
"I know a little about it","Tunisia",29.46458441,"Ques__climate_awareness"
"I know a little about it","Turkey",23.87382257,"Ques__climate_awareness"
"I know a little about it","United.Arab.Emirates",40.06206549,"Ques__climate_awareness"
"I know a little about it","United.Kingdom",24.59569753,"Ques__climate_awareness"
"I know a little about it","United.States",26.46925679,"Ques__climate_awareness"
"I know a little about it","Uruguay",38.23495068,"Ques__climate_awareness"
"I know a little about it","Uzbekistan",47.67621335,"Ques__climate_awareness"
"I know a little about it","Vietnam",42.91146614,"Ques__climate_awareness"
"I know a little about it","Yemen",35.97264263,"Ques__climate_awareness"
"I know a little about it","Zambia",40.91117562,"Ques__climate_awareness"
"I know a moderate amount about it","Albania",33.12070362,"Ques__climate_awareness"
"I know a moderate amount about it","Algeria",25.99030484,"Ques__climate_awareness"
"I know a moderate amount about it","Angola",23.47033557,"Ques__climate_awareness"
"I know a moderate amount about it","Argentina",43.78370554,"Ques__climate_awareness"
"I know a moderate amount about it","Armenia",25.82819151,"Ques__climate_awareness"
"I know a moderate amount about it","Asian...Pacific.Islands",24.80218033,"Ques__climate_awareness"
"I know a moderate amount about it","Australia",48.1004252,"Ques__climate_awareness"
"I know a moderate amount about it","Austria",48.6092667,"Ques__climate_awareness"
"I know a moderate amount about it","Azerbaijan",35.94439746,"Ques__climate_awareness"
"I know a moderate amount about it","Bangladesh",16.21016333,"Ques__climate_awareness"
"I know a moderate amount about it","Belgium",57.00396828,"Ques__climate_awareness"
"I know a moderate amount about it","Benin",11.62030338,"Ques__climate_awareness"
"I know a moderate amount about it","Bolivia..Plurinational.State.of.",34.39372614,"Ques__climate_awareness"
"I know a moderate amount about it","Bosnia.and.Herzegovina",61.77799764,"Ques__climate_awareness"
"I know a moderate amount about it","Botswana",21.29145202,"Ques__climate_awareness"
"I know a moderate amount about it","Brazil",52.42681303,"Ques__climate_awareness"
"I know a moderate amount about it","Bulgaria",50.83060631,"Ques__climate_awareness"
"I know a moderate amount about it","Burkina.Faso",20.60915461,"Ques__climate_awareness"
"I know a moderate amount about it","Cambodia",16.57657164,"Ques__climate_awareness"
"I know a moderate amount about it","Cameroon",21.49299182,"Ques__climate_awareness"
"I know a moderate amount about it","Canada",51.49574218,"Ques__climate_awareness"
"I know a moderate amount about it","Caribbean",32.04323604,"Ques__climate_awareness"
"I know a moderate amount about it","Chile",46.45333596,"Ques__climate_awareness"
"I know a moderate amount about it","Colombia",30.03674743,"Ques__climate_awareness"
"I know a moderate amount about it","Congo..Democratic.Republic.of.the.",19.30649704,"Ques__climate_awareness"
"I know a moderate amount about it","Costa.Rica",44.04193229,"Ques__climate_awareness"
"I know a moderate amount about it","Cote.d.Ivoire",18.25261202,"Ques__climate_awareness"
"I know a moderate amount about it","Croatia",58.03320862,"Ques__climate_awareness"
"I know a moderate amount about it","Cyprus",42.53451309,"Ques__climate_awareness"
"I know a moderate amount about it","Czechia",35.11959068,"Ques__climate_awareness"
"I know a moderate amount about it","Denmark",54.42846266,"Ques__climate_awareness"
"I know a moderate amount about it","Dominican.Republic",27.96329512,"Ques__climate_awareness"
"I know a moderate amount about it","Ecuador",42.00751587,"Ques__climate_awareness"
"I know a moderate amount about it","Egypt",27.04883669,"Ques__climate_awareness"
"I know a moderate amount about it","El.Salvador",26.89432989,"Ques__climate_awareness"
"I know a moderate amount about it","Finland",53.73918611,"Ques__climate_awareness"
"I know a moderate amount about it","France",45.43386592,"Ques__climate_awareness"
"I know a moderate amount about it","Germany",49.08498407,"Ques__climate_awareness"
"I know a moderate amount about it","Ghana",13.11843912,"Ques__climate_awareness"
"I know a moderate amount about it","Greece",47.70927603,"Ques__climate_awareness"
"I know a moderate amount about it","Guatemala",24.80055703,"Ques__climate_awareness"
"I know a moderate amount about it","Haiti",10.40983968,"Ques__climate_awareness"
"I know a moderate amount about it","Honduras",24.54145215,"Ques__climate_awareness"
"I know a moderate amount about it","Hong.Kong",31.1303146,"Ques__climate_awareness"
"I know a moderate amount about it","Hungary",53.30007579,"Ques__climate_awareness"
"I know a moderate amount about it","India",23.99444809,"Ques__climate_awareness"
"I know a moderate amount about it","Indonesia",12.65987427,"Ques__climate_awareness"
"I know a moderate amount about it","Iraq",24.06102887,"Ques__climate_awareness"
"I know a moderate amount about it","Ireland",52.34015566,"Ques__climate_awareness"
"I know a moderate amount about it","Israel",44.2886824,"Ques__climate_awareness"
"I know a moderate amount about it","Italy",60.84522648,"Ques__climate_awareness"
"I know a moderate amount about it","Jamaica",20.6880213,"Ques__climate_awareness"
"I know a moderate amount about it","Japan",59.64685483,"Ques__climate_awareness"
"I know a moderate amount about it","Jordan",32.31398858,"Ques__climate_awareness"
"I know a moderate amount about it","Kenya",19.80881975,"Ques__climate_awareness"
"I know a moderate amount about it","Kosovo",21.36414609,"Ques__climate_awareness"
"I know a moderate amount about it","Kuwait",19.68005588,"Ques__climate_awareness"
"I know a moderate amount about it","Lao.People.s.Democratic.Republic",18.23930262,"Ques__climate_awareness"
"I know a moderate amount about it","Lebanon",30.17670713,"Ques__climate_awareness"
"I know a moderate amount about it","Libya",27.75558635,"Ques__climate_awareness"
"I know a moderate amount about it","Lithuania",61.6961658,"Ques__climate_awareness"
"I know a moderate amount about it","Malawi",16.66852898,"Ques__climate_awareness"
"I know a moderate amount about it","Malaysia",29.1079771,"Ques__climate_awareness"
"I know a moderate amount about it","Mexico",43.31011753,"Ques__climate_awareness"
"I know a moderate amount about it","Morocco",27.22844708,"Ques__climate_awareness"
"I know a moderate amount about it","Mozambique",20.89992732,"Ques__climate_awareness"
"I know a moderate amount about it","Nepal",16.18720387,"Ques__climate_awareness"
"I know a moderate amount about it","Netherlands",62.35481814,"Ques__climate_awareness"
"I know a moderate amount about it","New.Zealand",50.63104676,"Ques__climate_awareness"
"I know a moderate amount about it","Nicaragua",32.44918979,"Ques__climate_awareness"
"I know a moderate amount about it","Nigeria",16.40059379,"Ques__climate_awareness"
"I know a moderate amount about it","North.MAcedonia",48.73693326,"Ques__climate_awareness"
"I know a moderate amount about it","Norway",47.89609006,"Ques__climate_awareness"
"I know a moderate amount about it","Oman",22.52954176,"Ques__climate_awareness"
"I know a moderate amount about it","Pakistan",15.09995478,"Ques__climate_awareness"
"I know a moderate amount about it","Panama",36.68656441,"Ques__climate_awareness"
"I know a moderate amount about it","Paraguay",25.39901144,"Ques__climate_awareness"
"I know a moderate amount about it","Peru",41.77030206,"Ques__climate_awareness"
"I know a moderate amount about it","Philippines",29.40148636,"Ques__climate_awareness"
"I know a moderate amount about it","Poland",58.82654664,"Ques__climate_awareness"
"I know a moderate amount about it","Portugal",57.31240603,"Ques__climate_awareness"
"I know a moderate amount about it","Puerto.Rico",45.02301046,"Ques__climate_awareness"
"I know a moderate amount about it","Qatar",16.52585399,"Ques__climate_awareness"
"I know a moderate amount about it","Romania",45.37488113,"Ques__climate_awareness"
"I know a moderate amount about it","Saudi.Arabia",24.70452698,"Ques__climate_awareness"
"I know a moderate amount about it","Senegal",23.43197696,"Ques__climate_awareness"
"I know a moderate amount about it","Serbia",63.09539625,"Ques__climate_awareness"
"I know a moderate amount about it","Singapore",39.04986953,"Ques__climate_awareness"
"I know a moderate amount about it","Slovakia",43.08856218,"Ques__climate_awareness"
"I know a moderate amount about it","South.Africa",29.10478778,"Ques__climate_awareness"
"I know a moderate amount about it","South.Korea",43.96338234,"Ques__climate_awareness"
"I know a moderate amount about it","Spain",47.18497203,"Ques__climate_awareness"
"I know a moderate amount about it","Sri.Lanka",33.65129828,"Ques__climate_awareness"
"I know a moderate amount about it","Sub.Saharan.Africa",15.69211541,"Ques__climate_awareness"
"I know a moderate amount about it","Sweden",54.74765753,"Ques__climate_awareness"
"I know a moderate amount about it","Switzerland",52.03886365,"Ques__climate_awareness"
"I know a moderate amount about it","Taiwan",33.88112132,"Ques__climate_awareness"
"I know a moderate amount about it","Tanzania",24.42739858,"Ques__climate_awareness"
"I know a moderate amount about it","Thailand",37.34601585,"Ques__climate_awareness"
"I know a moderate amount about it","Trinidad.and.Tobago",33.62549943,"Ques__climate_awareness"
"I know a moderate amount about it","Tunisia",26.9974395,"Ques__climate_awareness"
"I know a moderate amount about it","Turkey",53.94661588,"Ques__climate_awareness"
"I know a moderate amount about it","United.Arab.Emirates",24.89384625,"Ques__climate_awareness"
"I know a moderate amount about it","United.Kingdom",54.8603014,"Ques__climate_awareness"
"I know a moderate amount about it","United.States",48.14016851,"Ques__climate_awareness"
"I know a moderate amount about it","Uruguay",42.49412703,"Ques__climate_awareness"
"I know a moderate amount about it","Uzbekistan",34.60574365,"Ques__climate_awareness"
"I know a moderate amount about it","Vietnam",19.20094001,"Ques__climate_awareness"
"I know a moderate amount about it","Yemen",23.51607466,"Ques__climate_awareness"
"I know a moderate amount about it","Zambia",21.54410519,"Ques__climate_awareness"
"I know a lot about it","Albania",10.60760411,"Ques__climate_awareness"
"I know a lot about it","Algeria",11.05957188,"Ques__climate_awareness"
"I know a lot about it","Angola",11.1477583,"Ques__climate_awareness"
"I know a lot about it","Argentina",9.87808544,"Ques__climate_awareness"
"I know a lot about it","Armenia",11.43921397,"Ques__climate_awareness"
"I know a lot about it","Asian...Pacific.Islands",19.48813072,"Ques__climate_awareness"
"I know a lot about it","Australia",23.94806145,"Ques__climate_awareness"
"I know a lot about it","Austria",32.70000622,"Ques__climate_awareness"
"I know a lot about it","Azerbaijan",13.24825463,"Ques__climate_awareness"
"I know a lot about it","Bangladesh",18.92367473,"Ques__climate_awareness"
"I know a lot about it","Belgium",14.58112392,"Ques__climate_awareness"
"I know a lot about it","Benin",13.57224788,"Ques__climate_awareness"
"I know a lot about it","Bolivia..Plurinational.State.of.",8.049494769,"Ques__climate_awareness"
"I know a lot about it","Bosnia.and.Herzegovina",11.25701435,"Ques__climate_awareness"
"I know a lot about it","Botswana",17.55032625,"Ques__climate_awareness"
"I know a lot about it","Brazil",12.57727914,"Ques__climate_awareness"
"I know a lot about it","Bulgaria",16.04354754,"Ques__climate_awareness"
"I know a lot about it","Burkina.Faso",11.24619318,"Ques__climate_awareness"
"I know a lot about it","Cambodia",6.648109119,"Ques__climate_awareness"
"I know a lot about it","Cameroon",10.06335285,"Ques__climate_awareness"
"I know a lot about it","Canada",22.36904487,"Ques__climate_awareness"
"I know a lot about it","Caribbean",12.49036894,"Ques__climate_awareness"
"I know a lot about it","Chile",10.99593356,"Ques__climate_awareness"
"I know a lot about it","Colombia",6.006708318,"Ques__climate_awareness"
"I know a lot about it","Congo..Democratic.Republic.of.the.",7.883080658,"Ques__climate_awareness"
"I know a lot about it","Costa.Rica",11.51874877,"Ques__climate_awareness"
"I know a lot about it","Cote.d.Ivoire",12.83595816,"Ques__climate_awareness"
"I know a lot about it","Croatia",25.03996663,"Ques__climate_awareness"
"I know a lot about it","Cyprus",13.60133546,"Ques__climate_awareness"
"I know a lot about it","Czechia",7.962573044,"Ques__climate_awareness"
"I know a lot about it","Denmark",20.75334782,"Ques__climate_awareness"
"I know a lot about it","Dominican.Republic",6.918826826,"Ques__climate_awareness"
"I know a lot about it","Ecuador",8.051452658,"Ques__climate_awareness"
"I know a lot about it","Egypt",7.864145241,"Ques__climate_awareness"
"I know a lot about it","El.Salvador",6.156915469,"Ques__climate_awareness"
"I know a lot about it","Finland",37.9834545,"Ques__climate_awareness"
"I know a lot about it","France",26.85547425,"Ques__climate_awareness"
"I know a lot about it","Germany",34.81584999,"Ques__climate_awareness"
"I know a lot about it","Ghana",9.660398195,"Ques__climate_awareness"
"I know a lot about it","Greece",20.27487736,"Ques__climate_awareness"
"I know a lot about it","Guatemala",4.474760318,"Ques__climate_awareness"
"I know a lot about it","Haiti",8.893248685,"Ques__climate_awareness"
"I know a lot about it","Honduras",8.390448963,"Ques__climate_awareness"
"I know a lot about it","Hong.Kong",10.32814003,"Ques__climate_awareness"
"I know a lot about it","Hungary",36.83381664,"Ques__climate_awareness"
"I know a lot about it","India",18.10934337,"Ques__climate_awareness"
"I know a lot about it","Indonesia",16.4794036,"Ques__climate_awareness"
"I know a lot about it","Iraq",9.880422672,"Ques__climate_awareness"
"I know a lot about it","Ireland",19.27564765,"Ques__climate_awareness"
"I know a lot about it","Israel",12.86870651,"Ques__climate_awareness"
"I know a lot about it","Italy",10.59478585,"Ques__climate_awareness"
"I know a lot about it","Jamaica",8.835953496,"Ques__climate_awareness"
"I know a lot about it","Japan",10.89639737,"Ques__climate_awareness"
"I know a lot about it","Jordan",9.438390256,"Ques__climate_awareness"
"I know a lot about it","Kenya",11.38908199,"Ques__climate_awareness"
"I know a lot about it","Kosovo",8.441259856,"Ques__climate_awareness"
"I know a lot about it","Kuwait",12.42346661,"Ques__climate_awareness"
"I know a lot about it","Lao.People.s.Democratic.Republic",8.570941383,"Ques__climate_awareness"
"I know a lot about it","Lebanon",9.547539238,"Ques__climate_awareness"
"I know a lot about it","Libya",6.353398055,"Ques__climate_awareness"
"I know a lot about it","Lithuania",20.18136334,"Ques__climate_awareness"
"I know a lot about it","Malawi",29.43413298,"Ques__climate_awareness"
"I know a lot about it","Malaysia",7.397927788,"Ques__climate_awareness"
"I know a lot about it","Mexico",6.756609816,"Ques__climate_awareness"
"I know a lot about it","Morocco",14.12882845,"Ques__climate_awareness"
"I know a lot about it","Mozambique",6.297916235,"Ques__climate_awareness"
"I know a lot about it","Nepal",18.42824197,"Ques__climate_awareness"
"I know a lot about it","Netherlands",11.24784324,"Ques__climate_awareness"
"I know a lot about it","New.Zealand",14.8256835,"Ques__climate_awareness"
"I know a lot about it","Nicaragua",5.481645736,"Ques__climate_awareness"
"I know a lot about it","Nigeria",9.640704268,"Ques__climate_awareness"
"I know a lot about it","North.MAcedonia",13.77901375,"Ques__climate_awareness"
